ConditionID,InspectionID,Distance,Counter,PACP_Code,Continuous,Value_1st_Dimension,Value_2nd_Dimension,Value_Percent,Joint,Clock_At_From,Clock_To,Remarks,VCR_Time
830,81,123.5,867,TF,,6,,0,FALSE,9,,,
831,81,191,1311,AMH,,,,0,FALSE,,,SANMH500268,
832,82,0,5,AMH,,,,0,FALSE,,,SANMH500268,
833,82,0,27,MWL,,,,5,FALSE,,,,
834,82,14.30000019,116,TF,,6,,0,FALSE,3,,,
835,82,16.5,152,TF,,6,,0,FALSE,9,,,
836,82,88.69999695,565,TF,,6,,0,FALSE,3,,,
837,82,90.30000305,629,DAE,,,,5,TRUE,8,5,,
838,82,90.80000305,652,TF,,6,,0,FALSE,9,,,
839,82,163.3000031,1071,TF,,6,,0,FALSE,3,,,
840,82,165.3000031,1097,TF,,6,,0,FALSE,9,,,
841,82,188.6000061,1269,DAE,,,,5,TRUE,8,5,,
842,82,190,1318,FM,,,,0,TRUE,7,4,,
843,82,190,1329,IR,,,,0,FALSE,8,,,
844,82,195,1382,AMH,,,,0,FALSE,,,SANMH500267,
845,83,0,28,MWL,,,,5,FALSE,,,,
846,83,0,36,MGO,,,,0,FALSE,,,connection in manhole,
847,83,0,45,MGO,,,,0,FALSE,,,connection in manhole,
848,83,0,52,MWL,,,,5,FALSE,,,,
849,83,26.29999924,200,TF,,6,,0,FALSE,9,,,
850,83,38.29999924,267,TF,,6,,0,FALSE,3,,,
851,83,101.1999969,641,TF,,6,,0,FALSE,9,,,
852,83,108.3000031,701,TF,,6,,0,FALSE,3,,,
853,83,119.0999985,786,AMH,,,,0,FALSE,,,SANMH500272,
854,83,0,6,AMH,,,,0,FALSE,,,SANMH500273,
855,84,0,6,AMH,,,,0,FALSE,,,SANMH500272,
856,84,0,32,MWL,,,,5,FALSE,,,,
857,84,71.69999695,421,TF,,6,,0,FALSE,3,,,
858,84,73.80000305,455,TF,,6,,0,FALSE,9,,,
859,84,157.6999969,899,TF,,6,,0,FALSE,3,,,
860,84,159.6999969,925,TF,,6,,0,FALSE,9,,,
861,84,183.1999969,1078,AMH,,,,0,FALSE,,,SANMH500271,
862,85,0,3,AMH,,,,0,FALSE,,,SANMH500271,
863,85,0,28,MWL,,,,5,FALSE,,,,
864,85,44.79999924,225,TF,,6,,0,FALSE,3,,,
865,85,47,254,TF,,6,,0,FALSE,9,,,
866,85,125.3000031,717,TF,,6,,0,FALSE,3,,,
867,85,158.1999969,908,AMH,,,,0,FALSE,,,SANMH500270,
868,86,0,7,AMH,,,,0,FALSE,,,SANMH500257,
869,86,0,33,MWL,,,,5,FALSE,,,,
870,86,12,83,DAGS,S01,,,5,FALSE,8,4,wanders,
871,86,86.90000153,508,DAE,,,,5,TRUE,7,11,,
872,86,86.90000153,523,IW,,,,0,TRUE,10,,,
873,86,86.90000153,528,DAGS,F01,,,5,FALSE,8,4,wanders,
874,86,88.5,554,TF,,6,,0,FALSE,3,,,
875,86,92,604,DAGS,,,,5,TRUE,8,5,,
876,86,101.8000031,669,DAGS,,,,5,TRUE,8,4,,
877,86,111.0999985,734,DAGS,S02,,,5,FALSE,10,4,wanders,
878,86,172.3999939,1004,TF,,6,,0,FALSE,3,,,
879,86,172.8000031,1038,IR,,,,0,TRUE,8,,,
880,86,186.6999969,1104,DAGS,F02,,,5,FALSE,10,4,wanders,
881,86,189.1999969,1121,MGO,,,,0,FALSE,,,connection in manhole,
882,86,189.1999969,1133,MGO,,,,0,FALSE,,,connection in manhole,
883,86,189.1999969,1142,MGO,,,,0,FALSE,,,connection in manhole,
884,86,189.1999969,1171,AMH,,,,0,FALSE,,,SANMH500259,
885,87,0,5,AMH,,,,0,FALSE,,,SANMH500257,
886,87,0,25,MWL,,,,5,FALSE,,,,
887,87,1,54,IW,,,,0,FALSE,1,,,
888,87,1,79,DAE,,,,5,TRUE,1,5,,
889,87,3,107,DAGS,S01,,,5,FALSE,7,5,wanders,
890,87,27.70000076,215,DAGS,F01,,,5,FALSE,7,5,wanders,
891,87,29,226,TF,,6,,0,FALSE,9,,,
892,87,61.59999847,421,TF,,6,,0,FALSE,3,,,
893,87,95.5,616,MGO,,,,0,FALSE,,,connection in manhole,
894,87,95.5,625,MGO,,,,0,FALSE,,,connection in manhole,
895,87,95.5,648,AMH,,,,0,FALSE,,,SANMH500258,
896,88,0,6,AMH,,,,0,FALSE,,,SANMH500257,
897,88,0,34,MWL,,,,5,FALSE,,,,
898,88,0,78,DAE,,,,5,FALSE,8,5,,
899,88,0,99,IR,,,,0,TRUE,12,1,,
900,88,16.20000076,178,DAGS,S01,,,5,FALSE,8,5,,
901,88,21.10000038,215,IR,,,,0,TRUE,12,,,
902,88,88,491,TB,,6,,0,FALSE,3,,,
903,88,96.69999695,543,DAGS,F01,,,5,FALSE,8,5,,
904,88,97.80000305,600,AMH,,,,0,FALSE,,,SANMH500256,
905,89,0,5,AMH,,,,0,FALSE,,,SANMH500256,
906,89,0,25,MWL,,,,5,FALSE,,,,
907,89,11,73,DAGS,S01,,,5,FALSE,9,3,wanders,
908,89,25.10000038,163,DAGS,F01,,,5,FALSE,9,3,wanders,
909,89,73.90000153,459,DAE,,,,10,TRUE,8,12,,
910,89,75.09999847,500,AMH,,,,0,FALSE,,,SANMH500254,
911,90,0,5,AMH,,,,0,FALSE,,,SANMH500240,
912,90,0,30,MWL,,,,5,FALSE,,,,
913,90,115.5999985,589,MGO,,,,0,FALSE,,,connection in manhole,
914,90,115.5999985,598,MGO,,,,0,FALSE,,,connection in manhole,
915,90,115.5999985,615,MGO,,,,0,FALSE,,,connection in manhole,
916,90,115.5999985,637,AMH,,,,0,FALSE,,,SANMH500238,
917,91,0,2,AMH,,,,0,FALSE,,,SANMH500240,
918,91,0,28,MWL,,,,5,FALSE,,,,
919,91,38.90000153,251,JSM,,,,0,FALSE,,,,
920,91,38.90000153,262,DAE,,,,5,TRUE,8,5,,
921,91,40.5,281,TF,,6,,0,FALSE,10,,,
922,91,41,313,DAE,,,,5,TRUE,1,5,,
923,91,60.79999924,406,MGO,,,,0,FALSE,,,connection in manhole,
924,91,60.79999924,428,AMH,,,,0,FALSE,,,SANMH500241,
925,92,0,6,AMH,,,,0,FALSE,,,SANMH500202,
926,92,0,24,MWL,,,,5,FALSE,,,,
927,92,10.39999962,78,DAE,,,,5,TRUE,8,5,,
928,92,20.60000038,152,DAE,,,,5,TRUE,5,5,,
929,92,25.79999924,198,DAE,,,,5,TRUE,1,5,,
930,92,40.59999847,285,B,,,,0,TRUE,12,12,,
931,92,96.90000153,522,DAE,,,,5,TRUE,9,5,,
932,92,102.0999985,571,DAE,,,,5,TRUE,8,4,,
933,92,122.5,672,DAE,,,,5,TRUE,7,5,,
934,92,132.1999969,742,DAGS,S01,,,5,FALSE,8,3,wanders,
935,92,148.8999939,848,TFD,,6,,0,FALSE,9,,encrustation in connection,
936,92,148.8999939,870,DAE,,,,10,FALSE,7,9,,
937,92,152,896,TB,,6,,0,FALSE,3,,,
938,92,212.6000061,1226,TF,,6,,0,FALSE,3,,,
939,92,212.6000061,1248,DAE,,,,5,FALSE,1,4,,
940,92,213.1999969,1280,FM,,,,0,TRUE,7,12,,
941,92,213.6999969,1299,TFD,,6,,0,FALSE,9,,encrustation in connection,
942,92,213.6999969,1320,DAE,,,,5,TRUE,7,11,,
943,92,219,1358,DAGS,F01,,,5,FALSE,8,3,wanders,
944,92,224.3000031,1404,DAE,,,,5,TRUE,9,4,,
945,92,226.1000061,1421,DAGS,S02,,,5,FALSE,8,5,wanders,
946,92,235.1000061,1469,DAGS,F02,,,5,FALSE,8,5,wanders,
947,92,239.3999939,1516,B,,,,0,TRUE,9,2,,
948,92,242,1558,AMH,,,,0,FALSE,,,SANMH500203,
949,93,0,5,AMH,,,,0,FALSE,,,SANMH500203,
950,93,0,24,MWL,,,,5,FALSE,,,,
951,93,3.299999952,59,DAE,,,,5,TRUE,7,5,,
952,93,7.800000191,104,DAE,,,,5,TRUE,12,5,,
953,93,18,160,DAE,,,,5,TRUE,7,5,,
954,93,23,209,DAE,,,,5,TRUE,9,4,,
955,93,26.5,255,FM,,,,0,FALSE,9,11,,
956,93,27.29999924,287,TB,,6,,0,FALSE,9,,,
957,93,32.5,342,TB,,6,,0,FALSE,3,,,
958,93,32.5,360,DAE,,,,5,FALSE,1,4,,
959,93,68.80000305,519,DAE,,,,5,TRUE,7,5,,
960,93,68.80000305,527,ID,,,,0,TRUE,12,,,
961,93,69.40000153,560,DAGS,S01,,,5,FALSE,8,4,wanders,
962,93,86.59999847,678,TB,,6,,0,FALSE,9,,,
963,93,88.40000153,699,DAGS,F01,,,5,FALSE,8,4,wanders,
964,93,90.40000153,725,FM,,,,0,FALSE,12,2,,
965,93,91.19999695,746,TFD,,6,,0,FALSE,3,,encrustation in connection,
966,93,91.19999695,768,DAE,,,,5,FALSE,3,4,,
967,93,100.5,819,DAGS,S02,,,5,FALSE,8,4,wanders,
968,93,104.5999985,861,DAE,,,,5,TRUE,7,5,,
969,93,125.0999985,975,DAE,,,,5,TRUE,7,5,,
970,93,125.0999985,983,ID,,,,0,TRUE,12,,,
971,93,146.1999969,1088,DAGS,F02,,,5,FALSE,8,4,wanders,
972,93,146.8000031,1109,TB,,6,,0,FALSE,9,,,
